id,energy,valence,danceability
61fUybL3XS40gcffnnNPoX,0.969,0.5379999999999999,0.4920000000000001
0yfd3MSq6JEsNxOzSLJR7g,0.178,0.0933,0.373
2ZaYFNn1YQuLSVdHhanr4Q,0.255,0.831,0.545
24CJS73HBvYtVguUZBnyAn,0.197,0.216,0.491
5bATh5zpKb6uauocsl0XRM,0.5589999999999999,0.0869,0.56
6jFX2sHOzh7tpIIOomlrqJ,0.404,0.4,0.438
46mPWQpvSFkXrr5nWoWW74,0.931,0.382,0.271
2Uk3uky365BBGidUpOtKvw,0.973,0.458,0.443
6wCsrMyI3DavGvodBx8A7h,0.742,0.6890000000000001,0.8640000000000001
13i7d4s5EkgOIDHdzM0R4w,0.799,0.502,0.328
6HrPFcVFz9wTBqqIrpJ8iB,0.0212,0.0631,0.2
7Cx3kiPstZOSKAqTe3LtEi,0.613,0.598,0.637
3SO0vfryYv381w1ImgWONG,0.919,0.773,0.44
59P1nrdEImkAKa1nyW9X2e,0.833,0.482,0.523
3hxqWxFfmbIYcrV0e7wSyL,0.0084599999999999,0.0638,0.25
1Vej0qeQ3ioKwpI6FUbRv1,0.939,0.6609999999999999,0.524
6VSmHLLvYAAkzrYFT3LloU,0.597,0.536,0.298
4IrzpCIP60bro2wkBq5dIi,0.0214,0.148,0.354
6nek1Nin9q48AVZcWs9e9D,0.585,0.203,0.449
6k1njNBYUIQgWJLG4ed26y,0.938,0.888,0.6459999999999999
4EVpdoFt3L6sAa4hivmWz9,0.639,0.5429999999999999,0.778
6FI69Qkt6C2yBTVLC8zq34,0.0601,0.0388,0.134
5b61rcrjF6JG7yq0RRaOLh,0.912,0.0765,0.636
6XRNCAnxJIB1p4RPdFVSq0,0.308,0.153,0.407
22KKy6ftT0i4nyGNCbwc1B,0.122,0.214,0.319
4QNjuUkLHj47tEXgA6TFc3,0.00332,0.17,0.274
1qlVrqeX158nz91Z72lzaa,0.0499,0.153,0.356
3L47u91Y7YIGPpLPBrulh0,0.356,0.525,0.736
1XtkmIXg2o5SqOrNI8Szvk,0.25,0.0827,0.261
1gIZhNdfbkGJ2iyOZJmW9O,0.0604,0.113,0.5489999999999999
0nL2bTth1UVQHWDDumMm3f,0.0567,0.0391,0.118
7mQwxVogsnpR3h6AJLQLlR,0.912,0.6659999999999999,0.364
04mlpyRplis2yvf18EwaeN,0.97,0.4270000000000001,0.512
1OvDGGu8KDbchlJTlM48Mr,0.895,0.875,0.544
4NFa9tjhONF6lnu4SRbfG9,0.0879,0.308,0.376
3wTyLh0vhP3dN5yv0Mti17,0.977,0.351,0.198
1QmdL4qnNkm8FDuseRMf21,0.0846,0.118,0.306
2R7BzSG2pPB99uJbU3lLmK,0.0407,0.043,0.134
6CaQoqHFR0naK53v3jNGUT,0.272,0.5329999999999999,0.461
02QoKc20zzH9A8mf25NfPq,0.292,0.0633,0.616
7f2d3p6nzGFR6874f0E7E7,0.863,0.4370000000000001,0.708
5mqEL5pgnDCcWtTWpAofIV,0.85,0.715,0.62
7w87IxuO7BDcJ3YUqCyMTT,0.71,0.965,0.733
2mJhNvt2dDCfcNn8IZg6sF,0.541,0.191,0.299
5uTfZTuLLGbq1qFYwzg7jX,0.068,0.241,0.374
1OArWxrw689jZXaJzSErbh,0.0792,0.106,0.321
7sBlA4bK7gpf2H42K6Y0H3,0.0624,0.0738,0.594
13SBuUaDElB4vowkW6nQxk,0.102,0.1689999999999999,0.315
3sqyZAk7dUY3U4ApoJcRzJ,0.836,0.0741,0.6509999999999999
55VX26X342cWBM7akigws7,0.0322,0.0614,0.416
1vNfYCzcCJz0FY7MVVA9lM,0.126,0.439,0.552
591vJuuep0gfPhx9p8WPD5,0.978,0.268,0.45
288oxP29Qe5FikFIc1b1Gd,0.0755,0.119,0.157
13iMiwdY7pgE1f7NwYKr1D,0.229,0.42,0.593
5YBVDvTSSSiqv7KZDeUlXA,0.908,0.769,0.6509999999999999
7DP18u679fMurjsUxuxMHu,0.7390000000000001,0.235,0.494
58Z8R4KZPbfTc6KVYZLwTb,0.293,0.197,0.368
1sPC2IR2UwzYUrItFRE1H3,0.327,0.0399,0.597
3LmiKN6q3OwFD3sV8rhkk2,0.994,0.35,0.625
24fghf9YPlSHoWKNHign8p,0.784,0.216,0.501
2mXnsGgq0K4qfcYmw0rccK,0.317,0.0596,0.304
1UmFRZU3taMGZApPhK32mc,0.177,0.236,0.648
3gdewACMIVMEWVbyb8O9sY,0.532,0.341,0.601
7Ky78y9gxAKlujRin3vzZf,0.644,0.464,0.716
6bUNEbXT7HovLW6BgPCBsb,0.708,0.509,0.7509999999999999
0tzWCL2uhb2xQDWgG259nU,0.858,0.616,0.431
18IyalmZGqUTwvZStMf7A1,0.789,0.7170000000000001,0.609
5YlHgqWo3Kt2mF88ubmR62,0.179,0.391,0.604
2aoxz8c3bHyDrZBhTKnTXh,0.0706,0.0877,0.35
6KjTXwntv8paBCL3El9TnV,0.659,0.149,0.275
7p5HBV5kqLgw0vK0lQ7eXM,0.988,0.514,0.401
2bbhyUWJ5VjdfI3P4PRLu2,0.193,0.184,0.49
0rDXZpaDpGMbT8ON1DxEtT,0.385,0.212,0.526
3asFGFY3uLjMDmML1p0tYm,0.931,0.467,0.339
0fcGdkaMVaJtPuYLB6bXRx,0.979,0.195,0.362
07EmFV0AOKNsbtNonzmMJj,0.073,0.0668,0.438
3PGYOWmCia5R4iLRnGHwyf,0.748,0.476,0.743
2GXOmuU3kApsq2TWqOU5Bm,0.979,0.091,0.6459999999999999
6hs3SDnbO3f6VQuPO4KBEb,0.6809999999999999,0.745,0.5
3m6KkYKdnbffMpGd9Pm9FP,0.466,0.303,0.745
6dZO9UMcM7c1YLDBpEHwED,0.255,0.483,0.9
2UaXTR0Xv4SCDQ6wIlVNxC,0.0203,0.337,0.619
0KN1zd8K3MTPQyix892mCf,0.216,0.179,0.455
6DzbmjkVZpz1mrDobAoJI8,0.784,0.385,0.263
6YbVddGFPcfOVJrxhUusbV,0.873,0.285,0.428
5I6y1KWmUoV5YCaIEcs1qs,0.172,0.297,0.5710000000000001
3v8PlUFGQQDBIk1J86waCo,0.8440000000000001,0.85,0.742
4riNlzZh1Xd4xqbIWy7zfM,0.469,0.535,0.445
4w7vMUyVony198G1c79PSq,0.106,0.108,0.317
70HWRkitkAKfos500LBk0T,0.402,0.598,0.631
5Hd6DPGjqihEnWSiGRzqr6,0.0646,0.334,0.684
0b6iQfSLnYGz5VCzwndLz9,0.147,0.1669999999999999,0.395
1uGXhKyK50NIXNqBKN73DS,0.705,0.34,0.71
1NyFRrFiJAJIaR6icj1goI,0.256,0.103,0.5920000000000001
7C0naD1GsrGZTKGMbg7m7I,0.596,0.207,0.55
0ewX9JsKy9oa4IifkFSroa,0.0657,0.105,0.423
79z9QkhHePTFsSeVw9uyj0,0.639,0.733,0.632
2T3blUc9Jnui2a0ZhuNOag,0.966,0.8740000000000001,0.653
51USOvxeXLH3EvL3RwWJp7,0.0747,0.175,0.4370000000000001
21UkknmSYISvDaQbaMIOgq,0.0311,0.0634,0.342
0vicQm86o7GnT42GdG34sA,0.482,0.0776,0.246
5riuN21I50r717iOmCJ7Kr,0.88,0.312,0.67
1qDrWA6lyx8cLECdZE7TV7,0.521,0.748,0.865
5zOetBDO9NONS4KnIBXtnx,0.5710000000000001,0.115,0.5720000000000001
6QPKYGnAW9QozVz2dSWqRg,0.321,0.288,0.5539999999999999
2GkPTpFLY0NG8jrAHPoSnn,0.794,0.389,0.655
1EwyAL8SdJpIX0M9b1ArAp,0.305,0.584,0.472
1mc5ECVjhFQUMzdsvX9gwf,0.337,0.0374,0.272
0hx6wJdPlMpT254F9UYQNu,0.15,0.0785,0.371
4GQVsXO7jkxg43UmAd1Tbb,0.887,0.336,0.501
7fqhrLJzKHJ0RW32N0y2Gp,0.606,0.5820000000000001,0.537
7HKez549fwJQDzx3zLjHKC,0.932,0.971,0.631
0Uon5NsSAkBDx69XYOaQ5P,0.37,0.433,0.618
69vYa2LVWv1TXvNIVNlJA1,0.8390000000000001,0.269,0.4320000000000001
5NRWr6U9kBI3NP7Hr7fyy8,0.174,0.362,0.234
12nlJypOUmAV4VQxFvfAw1,0.0305,0.0835,0.382
2VAlwOewe5c40VHyqozF1V,0.605,0.56,0.534
3Y6wj6dRP3QmgXeV2zCzbn,0.912,0.7290000000000001,0.65
1yERtbTiF9fKGxaelyLJOA,0.332,0.515,0.615
7oXWUVH2t0UR11AvhhY8GQ,0.382,0.197,0.444
3JjPOBCCKmvtgSsVIDqFDl,0.8640000000000001,0.161,0.5479999999999999
0YXPmthF2oHLQCYIGkSrZy,0.0229,0.148,0.308
265poZGWCyWo6h5tq7kiA6,0.7709999999999999,0.419,0.376
4VGUcTzWj0ebZ0UgI9irJL,0.969,0.29,0.404
1b7LMtXCXGc2EwOIplI35z,0.564,0.961,0.795
54cWVWqgyFukgDKQYmaKM3,0.939,0.422,0.597
7vcuTZAFyu0Z5dgMRLR0h0,0.275,0.552,0.61
0MaUnKwsHKRj4qjLDuBG66,0.79,0.39,0.149
4A6C6K8c8IukPda2f0rI8J,0.0515,0.214,0.564
1B96GJer0xmo0t9rZg5V4c,0.0281,0.157,0.496
66epoq09V61hukB4Sdm3Q4,0.599,0.189,0.491
1Cfws8y490Zpsqsyeme6V1,0.861,0.315,0.6990000000000001
2yNeqUczAqpKSo8vFF00CR,0.499,0.335,0.379
2K1OMOjqHBoJf3NT4J6meQ,0.352,0.655,0.588
2d0UsAbvuAiCyR4oV6fiOq,0.923,0.13,0.34
4dwrL3Z5U2RZ6MZiKE2PgL,0.7509999999999999,0.863,0.648
0ecC8p17cDNlxHXkuYqeR6,0.448,0.077,0.39
2OUR8g12h5qsGDs1v5lqvp,0.964,0.3720000000000001,0.457
2L93hpsnJ8scBHIQFZzh1b,0.823,0.405,0.506
2WfaOiMkCvy7F5fcp2zZ8L,0.902,0.8759999999999999,0.573
4iKSrwTBu0vLSqmZUXSGXr,0.32,0.0694,0.44
7fRvtXvJMpGfTLdF0M09a1,0.967,0.977,0.72
60tHXabTlAhzlkXRDWl9cp,0.471,0.261,0.55
1ZekzmhuM380sFcUZePjmL,0.463,0.17,0.612
5HiKQLlJ3LAuz8J9yHB0HX,0.693,0.966,0.879
1kdiiFGX1Htx0aVZYaDwEJ,0.926,0.262,0.212
25FTMokYEbEWHEdss5JLZS,0.85,0.633,0.625
5Vh9sUjTiivWtvKmif40wy,0.0997,0.123,0.233
3AfZWVkAf2ipi68BMVvfwq,0.555,0.247,0.425
0BpKPyXhWsTaWkgXeOd1Sn,0.977,0.413,0.486
2vBF8A6n0REigm7RSUM65S,0.286,0.366,0.626
2iAq1y8jEVOQM6OA8L0XtO,0.7120000000000001,0.773,0.319
65IP0rTvP6hFkIUNODG2VK,0.425,0.19,0.6609999999999999
2IXJyG1DX93g2EhFXghz37,0.00338,0.347,0.303
12oa6kHYN9FamPdcpSM54i,0.218,0.361,0.775
62uEGHla1SOT2rhVAyMn6K,0.4270000000000001,0.132,0.627
5NKK0t7lYlyDsT5auDYKmq,0.127,0.0354,0.414
3XnQ3OqmfvP5Sh6gACEKnG,0.0363,0.0481,0.235
0W4RUo3m0jL0wHADS0PLme,0.0845,0.0795,0.41
4Ao5JXfOIMJGlVo8sJpjFr,0.769,0.118,0.316
4IUfRZY8k9MHRsStnjMTUb,0.299,0.423,0.7090000000000001
5vVwPth7ccUHil5wsUG7ky,0.515,0.5489999999999999,0.6920000000000001
2iyriVrfEXWD7YRfPqub7l,0.956,0.5529999999999999,0.343
60Rodg2E5ghUbYBrBFr0TA,0.901,0.5770000000000001,0.478
7AaSbMyCeUxcGsvCmzmfEJ,0.753,0.399,0.436
1bp2IO61zbQrbWNmKKxg3f,0.448,0.7959999999999999,0.596
40UbcJWyWPqOWFvv4Dpvfc,0.726,0.292,0.655
3oLJlBI7OveRtPOuMe4oaM,0.695,0.343,0.64
1igVdCr2mrzwu2lHxUbJWn,0.546,0.305,0.376
6mORGLOz79w6VsCRLWYYuK,0.369,0.0989,0.443
6lUDMNgZEaXVprnVgoprfT,0.0434,0.0823,0.506
5O4NFbDqJ8SOfbjnIhdPDt,0.8809999999999999,0.62,0.524
2plPRo1J2A2erccAh1eJMB,0.00961,0.0916,0.334
5g5dwJD6zwXG81LRdEsnQr,0.524,0.229,0.5489999999999999
1c6aKOdOoR1TFqn0JTyc4R,0.195,0.14,0.216
0Qp1IH1EkRCNabfgzxNMUT,0.91,0.536,0.682
4Qv71lFPCObf7zol1uWCJb,0.8440000000000001,0.7120000000000001,0.5329999999999999
0QevFRZ5eiXah4VZWeviK4,0.655,0.283,0.537
3N2vr4m44BBZiVCZ0O4bnf,0.293,0.36,0.67
7sJm369JitaQLnkymEMe7f,0.0589,0.0378,0.258
5fw57RymBIg7ys4M8tWJ5H,0.487,0.209,0.516
5hdAQegqnitMjNacfLOHQd,0.8420000000000001,0.175,0.7020000000000001
4CYsf9MUjowxTMTVT39hTL,0.0761,0.262,0.695
2ENH05Q7PkilEF6WujXNjG,0.289,0.156,0.502
28nLvoHu6NbkHNPmoxR8uD,0.1369999999999999,0.0687,0.467
54KFQB6N4pn926IUUYZGzK,0.122,0.0735,0.264
41bqxcnDRcYsBJnJKtPCdp,0.101,0.0866,0.327
65AABj5XsDcxGT92w3jK0o,0.352,0.85,0.703
6TcYEIp0uV6lxkmt4FCqf5,0.0809,0.0604,0.325
34ccBqL3xNaCzPxr0UqoEw,0.98,0.37,0.555
3PJikMV2xGNCooQttQrAw5,0.466,0.19,0.443
3rRL23xxAPJ75K3wGBKZIO,0.272,0.38,0.42
2SDxYHBST2s6dGodsgnNbM,0.0717,0.206,0.282
06qUEhhx6jKQmhj2qAkn4H,0.0587,0.342,0.561
5ewE85NIsYxn02MhetYKqs,0.0077,0.0728,0.351
6dL46HEj2hzaSach8EFyCi,0.8809999999999999,0.625,0.319
2GuchYit1FmdtXTxl6SbUE,0.0214,0.0703,0.3229999999999999
5ZBeML7Lf3FMEVviTyvi8l,0.8490000000000001,0.937,0.482
4ePP9So5xRzspjLFVVbj90,0.912,0.836,0.5429999999999999
0DZfBeJhOPyjhqoaTkE3kZ,0.613,0.745,0.623
0XiivUyimrmkUyJkKiILPW,0.988,0.489,0.414
0Y41ZfnVaNRQp9dQiagwbC,0.263,0.105,0.494
7ku9ctunOcfqWP6z04QTRY,0.857,0.124,0.627
6kyxQuFD38mo4S3urD2Wkw,0.279,0.162,0.487
27BMhzmPptTnpra962NgQh,0.957,0.281,0.643
0VrJzyZPEkz3VliJoU3w6A,0.134,0.171,0.623
4rXDPFpzMyUIdEpNWiwzYV,0.3,0.0877,0.186
7dx3zyB8aQHd2LQm0u1lwS,0.8759999999999999,0.741,0.5489999999999999
4VqPOruhp5EdPBeR92t6lQ,0.905,0.411,0.602
0p44zFo2S1c50vmx0B7mPF,0.0394,0.0754,0.201
5gDZbPycrRPF5mC4voMg89,0.7879999999999999,0.647,0.545
3IOXceWmoCrTyl5TXFDzWu,0.253,0.125,0.32
6eTQcsb7NrdgPIZAHchT9k,0.0518,0.39,0.366
0i6KOje3rNRSNPw0vy803g,0.975,0.254,0.52
4EvAP7MWnjDMkADXXEuF5t,0.851,0.241,0.357
0fBSs3fRoh1yJcne77fdu9,0.249,0.181,0.236
7o7E1nrHWncYY7PY94gCiX,0.6779999999999999,0.251,0.68
0dCr3qIupWh36ilLjRHi4P,0.946,0.508,0.6509999999999999
5S6pYZD8WH3OQapDHTDM9M,0.619,0.416,0.485
47H4oc7Zkihwae7ST7F4zp,0.983,0.469,0.589
6laq4MxNrh2ZKZGLhB7G0V,0.7390000000000001,0.0652,0.465
7eClkLWbrr3TorYedzaDkI,0.33,0.0827,0.236
27YP211Rr8RezhiFVDLFI8,0.887,0.336,0.507
5imShWWzwqfAJ9gXFpGAQh,0.7559999999999999,0.6629999999999999,0.5770000000000001
1CIIzFfELXMwLyKaGdpTul,0.0564,0.0361,0.162
3h1in20DlO5KaSP1vLED90,0.8059999999999999,0.721,0.6409999999999999
6AKWOVOJ81OQfsgxZbJ6QN,0.987,0.272,0.485
18HZyQSQdmtxv5i9YSHJTw,0.0191,0.243,0.495
7rpGOF9MwCP2Oaz9yDO452,0.12,0.0659,0.465
1sVIrkPZob1Ul6aIqy8n8z,0.226,0.0388,0.234
60kgQtJNMGRaFfzwy18XUY,0.102,0.595,0.6559999999999999
1BEljQOZPNNjsC3nfIAHxS,0.229,0.0525,0.481
49ErwcBYfYRPNBdRuPvpYA,0.97,0.507,0.615
3QeaXGKRvt8cfHdrfdk5pL,0.5770000000000001,0.447,0.387
42GP0xKtkolBnmqQRvSllO,0.951,0.158,0.442
13PUJCvdTSCT1dn70tlGdm,0.537,0.394,0.601
6NdcSEhpGGAYXNnnhGS2s6,0.915,0.92,0.542
0joCizO7Hg4JxL3o9mRAKA,0.149,0.0655,0.322
3L0fPX8biELkH57fF3Exkd,0.456,0.0682,0.256
6OBl3esnGuz8PllwDWinWS,0.0957,0.259,0.542
0w9rKPt8242huJZKFA1zGX,0.0167,0.259,0.461
100jBpD7nuiMriR7ErXQ9S,0.378,0.193,0.501
1uu52K2fxY7Hl4LQ8AtTyY,0.0853,0.113,0.56
4pODZqgdj6Iwci7jruY5xf,0.848,0.154,0.6509999999999999
4Hi0t9QQODb9k3aSM8SFb6,0.0442,0.182,0.423
77gY3WsOnEsq9JOWgBmdLj,0.972,0.532,0.511
0BvlCuNiWLE78NiZCiUxM7,0.88,0.485,0.336
1FoMWISq2KNqKappkrG5Yo,0.8959999999999999,0.506,0.6559999999999999
7LF1XX9NNuvFtrRliJSEoh,0.0835,0.265,0.574
2WuNoTD5hLhu1yVgMarTFq,0.18,0.038,0.498
413T0g8pNNXYX6t5RqHvx7,0.7140000000000001,0.962,0.7759999999999999
2urxHALnoeVxG82o57q0ny,0.233,0.0378,0.213
2Fgo49RzWsVWKcwAksPWq8,0.867,0.12,0.526
6UesrqZXshkMjY07kVnlkU,0.168,0.0376,0.425
2F4iGuSSSRWpYCeWN4SoRr,0.179,0.562,0.79
1kAkUHFb7ryeVkVSRD6Nkj,0.304,0.185,0.732
1wHSxWBfPr3GO31y8KGrWe,0.262,0.375,0.481
4wIBISN9EpHsQI90SbLhad,0.536,0.486,0.445
4qguRyO5RJexa48AuRwkLZ,0.95,0.479,0.523
3BuuxHhwQ4AQvDA9dzvSry,0.0355,0.22,0.38
3UaStdVN7y9A6ktTmkFDTk,0.759,0.235,0.591
79RUMZfMNMpqZnswovvTqv,0.8440000000000001,0.459,0.412
1z7GhYG0KqAmebdLfuoYho,0.177,0.132,0.516
12nUGGcjJgQYkGawzk0rJp,0.347,0.16,0.124
3JqpIjrQfmW68YkpxXWPL4,0.862,0.438,0.631
4ctEt5qumxA8RuzdeQagkk,0.363,0.261,0.482
6uUqBB6wXrcIJWssTRfIYE,0.6709999999999999,0.955,0.6629999999999999
1j56M8iOGH48yuKqj64qGK,0.591,0.0774,0.445
4t2XUVB63KvQWeAlAaaqAz,0.039,0.389,0.392
6Nl2wvFyKjiyPKrhE4Rth1,0.775,0.454,0.6859999999999999
32lF1rsInDTdK6Av3KdfaY,0.901,0.7440000000000001,0.621
5BIWF6L3DnPkcuEuZmLHDz,0.419,0.0613,0.291
7oypoJJHZOALqQlGKpTefk,0.877,0.611,0.547
4vEXJ6NvEwS8ptynkNswaa,0.7609999999999999,0.5760000000000001,0.518
6Ij1Soe86rp6D9YsxwCz9N,0.193,0.159,0.634
1JDMO4EVPHtm0xXhJb2IjR,0.477,0.488,0.588
5ZCW5CDwhfXJGL2MzxGwhx,0.314,0.0883,0.561
7pt64sepCy5QmDrgy9wOJS,0.258,0.173,0.725
0JsYp2UosjQpePYbHCvXWZ,0.233,0.1639999999999999,0.235
18uwL0vNUanqZH0ro2QcOP,0.178,0.608,0.795
1elEZGOMFRU5n7bnOtUaqi,0.3720000000000001,0.76,0.763
58qX77t2VWMWcycsh9zKLc,0.359,0.488,0.535
0u2P5u6lvoDfwTYjAADbn4,0.296,0.12,0.351
1yJXNOEP2bq1N1691n37oS,0.157,0.0698,0.609
3KKUf8F2hktFscLgbH4YwR,0.462,0.8170000000000001,0.778
4NVwMupCTfITPXetR5aozp,0.355,0.453,0.51
7l4b5JYnl1WwUfvJgKmUwr,0.259,0.0403,0.259
3n2QaRyg5nTg5Cwwq5mw3Q,0.03,0.15,0.604
43zdsphuZLzwA9k4DJhU0I,0.111,0.198,0.3670000000000001
59VApBbrS2IADQk4ml5mdo,0.236,0.146,0.402
4D3nttJPU6L0M2epr7sId6,0.515,0.191,0.452
45bE4HXI0AwGZXfZtMp8JR,0.374,0.0799,0.642
4CxFN5zON70B3VOPBYbd6P,0.0848,0.206,0.561
2irbT1BSYaIEF44PlyKaoM,0.0156,0.0804,0.377
